Name,Year,Duration,Genre,Rating,Director,Actor 1,Actor 2,Actor 3
Laalchee,1996.0,121.0,Drama,5.7,Raj N. Sippy,Vikas Anand,Balbinder Dhami,Anil Dhawan
Laali,2019.0,45.0,Drama,6.6,Abhiroop Basu,Ekavali Khanna,Pankaj Tripathi,Unknown
Laali Ki Shaadi Mein Laaddoo Deewana,2017.0,130.0,"Comedy, Drama, Musical",3.4,Manish Harishankar,Gurmeet Choudhary,Bharat Dungrani,Akshara Haasan
Laash,1998.0,109.0,Horror,2.1,Sonika Gill,Anil Dhawan,Sargam,Rashmi Verma
Laat Saab,1992.0,126.0,"Action, Crime, Drama",3.2,Sunil Agnihotri,Ishrat Ali,Asrani,Sharokh Bharucha
Laat Sahab,2010.0,143.0,"Drama, Family, Romance",5.841621416845562,Dinesh Chaudhary,Sangeeta Choudhary,Kavita Joshi,Uttar Kumar
Laat Saheb,1946.0,146.0,"Action, Drama",5.841621416845562,K.P. Bhave,Latika,Harishchandra,Bibi
Laawaris,1981.0,189.0,"Drama, Action, Musical",7.1,Prakash Mehra,Amitabh Bachchan,Zeenat Aman,Rakhee Gulzar
Laawaris,1999.0,117.0,"Action, Crime, Drama",4.4,Shrikant Sharma,Jackie Shroff,Dimple Kapadia,Akshaye Khanna
Lab Kush,1966.0,125.0,Family,6.4,Ashok Chattopadhyay,Master Shankar,Master Sushobhan,Asitbaran
Labbaik,1980.0,133.0,Action,5.841621416845562,Beena Banerjee,Vijay Choudhary,Satyendra Kapoor,Raza Murad
Labela,1966.0,124.0,Comedy,5.841621416845562,Master Bhagwan,Master Bhagwan,Bela Bose,Helen
Ladaai,1989.0,142.0,"Action, Crime, Drama",6.2,Deepak S. Shivdasani,Rekha,Mithun Chakraborty,Dimple Kapadia
Ladaai Ke Baad,1943.0,124.0,Comedy,5.841621416845562,Snehprabha Pradhan,Shahu Modak,Kusum Deshpande,Pratima Devi
Ladaaku,1981.0,141.5,"Action, Crime, Thriller",5.841621416845562,Ramesh Puri,Amjad Khan,Sarika,Raj Kiran
Ladakhoo,2004.0,121.0,Drama,5.841621416845562,Ayesha Jhulka,Navdeep,Santoshini,Unknown
Ladenge Marte Dam Tak,2002.0,133.0,Action,5.841621416845562,Sai Kumar,Thriller Manju,Rami Reddy,Vani Viswanath
Ladies First,2014.0,106.0,Romance,3.6,Ashok Mehta,Ruby Ahmed,Khushboo Khan,Gautmi
Ladies Hostel,1990.0,109.0,Horror,5.841621416845562,Kokila,Lata,Malini,Rama
Ladies Only,1939.0,142.0,Other,5.841621416845562,Sarvottam Badami,Bhudo Advani,Bibbo,Sabita Devi
Ladies Only,1997.0,124.0,Comedy,6.0,Dinesh Shailendra,Seema Biswas,Kamal Haasan,Randhir Kapoor
Ladies Tailor,1981.0,148.0,Comedy,5.8,Khalid Akhtar,Sanjeev Kumar,Reena Roy,Amjad Khan
Ladies Tailor,2006.0,117.0,Comedy,3.6,Udyakanth,Javed Abdi,Krishna Bhatt,Preeti Bhutani
Ladies vs. Ricky Bahl,2011.0,140.0,"Comedy, Crime, Drama",6.0,Maneesh Sharma,Ranveer Singh,Anushka Sharma,Parineeti Chopra
Ladka Ladki,1966.0,124.0,Comedy,6.4,Som Haksar,Kishore Kumar,I.S. Johar,Mumtaz
Ladka Solva Saal Ka,2001.0,108.0,Thriller,5.841621416845562,Shakeela,Unknown,Unknown,Unknown
Ladke Baap Se Badke,1979.0,142.0,"Action, Adventure, Drama",5.0,Subhash Mukherjee,Ainul,Bindu,Sudhir Dalvi
Ladki,1953.0,161.0,Comedy,5.9,M.V. Raman,Vyjayanthimala,Anjali Devi,Bharat Bhushan
Ladki,1989.0,142.0,Other,5.841621416845562,Satish Shah,Vyjayanthimala,Unknown,Unknown
Ladki Badnaam Si,1991.0,108.0,Thriller,5.841621416845562,Unknown,Unknown,Unknown,Unknown
Ladki Bholi Bhali,1976.0,124.0,Thriller,5.841621416845562,Ashok Roy,Gautam Sarin,Asha Sachdev,Heena Kausar
Ladki Jawan Ho Gayi,1977.0,121.0,Drama,5.841621416845562,Anand Dasani,Agha,Rita Anchan,Master Bhagwan
Ladki Jawan Padosi Pareshan,2001.0,124.0,Comedy,5.841621416845562,Bharat Arora,Rajesh Kumar Singh,Rani Sinha,Unknown
Ladki Pasand Hai,1971.0,135.0,"Drama, Family, Romance",6.2,C.L. Rawal,Deepak Kumar,Mumtaz,Jeevan
Ladki Sahyadri Ki,1966.0,135.5,"Musical, Drama",5.0,Shantaram Rajaram Vankudre,Shalini Abhyankar,Keshavrao Date,Vatsala Deshmukh
Ladla,1954.0,121.0,Drama,5.841621416845562,Agha,Karan Dewan,Jeevan,Krishna Kumari
Ladli,1949.0,135.0,"Drama, Family, Romance",5.841621416845562,Jagatrai Pesumal Advani,David Abraham,Anil Biswas,Unknown
Lady Bond,2003.0,108.0,Thriller,5.841621416845562,Sanjeevani Gupta,Shakti Kapoor,Harish Patel,Deepak Shirke
Lady Boss,1995.0,121.0,Drama,5.841621416845562,Kodi Ramakrishna,Brahmanandam,Ashok Kumar K.,Vinod Kumar
Lady Dacoit,2000.0,133.0,Action,5.841621416845562,Thakur Tapasvi,Seema Sindhu,Iqbal,Manoj Dutt
Lady Inspector Renuka,1993.0,133.0,Action,5.841621416845562,Narayana Rao Dasari,Mahesh Anand,Bhanupriya,Rami Reddy
Lady James Bond,1972.0,133.0,Action,5.841621416845562,Jyothi Lakshmi,Ram Krishna Rao,Tyagraj,Unknown
Lady Killer,1968.0,114.5,"Crime, Mystery, Thriller",5.841621416845562,B.J. Patel,Arun Sarnaik,Shabnam,David Abraham
Lady Killer,1995.0,124.0,"Horror, Mystery",5.841621416845562,S.S. Chandramohan,Abhilasha,Charan Raj,Unknown
Lady of the Lake,1960.0,146.0,"Action, Drama",5.841621416845562,Azaad Irani,Shyam Kumar,Krishna Kumari,Phani Walker
Lady Robinhood,1946.0,150.0,"Action, Adventure",5.4,R.N. Vaidya,Fearless Nadia,Prakash,Shanta Patel
Lady Tarzan,1990.0,151.5,"Action, Romance",4.9,Silk Smitha,Jamuna,Vinod Kumar,Y.G. Mahendran
Lady Tution Teacher,1995.0,108.0,Thriller,5.841621416845562,Unknown,Unknown,Unknown,Unknown
Lafange,1975.0,137.0,"Drama, Family",6.2,Harmesh Malhotra,Randhir Kapoor,Mumtaz,Pran
Lafange Nawab,2019.0,154.0,Drama,5.841621416845562,Sanoj Mishra,Ritam Bhardwaj,Larissa Chakz,Ratan Rathore
Lafangey Parindey,2010.0,126.0,"Action, Drama, Romance",5.2,Pradeep Sarkar,Neil Nitin Mukesh,Deepika Padukone,Vijay Adhav
Lafda,2020.0,106.0,Drama,5.841621416845562,Pratap Kumar,Vivek Sharma,Uttar Kumar,Monu Dhankad
Lafdaa,1999.0,108.0,Thriller,5.841621416845562,Raja Awasthi,Mushtaq Khan,Razak Khan,Liera Mendonca
Lagaam,1976.0,133.0,Action,6.2,Desh Gautam,Vinod Khanna,Yogeeta Bali,Bindu
Lagaan: Once Upon a Time in India,2001.0,224.0,"Drama, Musical, Sport",8.1,Ashutosh Gowariker,Aamir Khan,Raghuvir Yadav,Gracy Singh
Lagan,1955.0,130.0,Romance,5.841621416845562,O.P. Dutta,Sajjan,Nalini Jaywant,Raj Mehra
Lagan,1941.0,150.0,Drama,5.841621416845562,Nitin Bose,K.L. Saigal,Kanan Devi,Naresh Bose
Lagan,1971.0,146.0,"Action, Drama",7.0,Ramanna,Nutan,Parikshit Sahni,Prem Chopra
Lagan Na Umedvar,1948.0,142.0,Other,5.841621416845562,Homi Master,Unknown,Unknown,Unknown
Lagan: The Dedication,2005.0,121.0,Drama,5.841621416845562,Yatin Karyekar,Deepa Parab,Sachal Raaj,Unknown
Lage Raho Munna Bhai,2006.0,144.0,"Comedy, Drama, Romance",8.0,Rajkumar Hirani,Sanjay Dutt,Arshad Warsi,Vidya Balan
Lagg Gayii...,2019.0,108.0,Drama,5.841621416845562,Vinod Vyas,Shiv Singh,Akshy Mishra,Adil Rana
Lagi Shaarth,2001.0,60.0,Family,5.841621416845562,Raghuvir Kulkarni,Rajan Bhise,Nachiket Dighe,Medhar Kulkarini
Lagna Bandhan,1936.0,157.0,"Drama, Family",5.841621416845562,Kali Prasad Ghosh,Sabita Devi,Motilal,Aruna Devi
Lagna Pahave Karun,2013.0,125.0,Romance,6.5,Ajay Naik,Umesh Kamat,Mukta Barve,Siddharth Chandekar
Lagori,2017.0,48.0,"Drama, Mystery, Thriller",7.2,K Sukumar,Abhijeet K.,Kainat Ahmed,Akash
Laharen,1953.0,142.0,Other,5.841621416845562,Kishore Kumar,Unknown,Unknown,Unknown
Laheri Badmash,1944.0,142.0,Other,5.841621416845562,Nari Ghadiali,Yusuf Effendi,Benjamin,Husnara Edden
Laheri Cameraman,1944.0,142.0,Other,5.841621416845562,Bibi,Unknown,Unknown,Unknown
Laheri Jawan,1935.0,142.0,Other,5.841621416845562,Shanti Dave,Haribhai,Mehtab,Navinchandra
Laheri Jeewan,1941.0,142.0,Other,5.841621416845562,S.M. Yusuf,Husn Banu,Gope,W.M. Khan
Laheri Lala,1936.0,142.0,Other,5.841621416845562,Jayant Desai,Madhuri,Unknown,Unknown
Laheri Lutera,1937.0,133.0,Action,5.841621416845562,Nagendra Majumdar,Navinchandra,Vatsala Kumthekar,Maruti Rao
Lahoo Ka Jawab Lahoo Se,1990.0,133.0,Action,5.841621416845562,Umar Khan,Vikram Gokhale,Bandini Mishra,Sanjeeva Vatsa
Lahoo Ke Do Rang,1997.0,172.0,"Action, Drama",4.5,Mehul Kumar,Naseeruddin Shah,Akshay Kumar,Karisma Kapoor
Lahore,1949.0,121.0,Drama,7.8,M.L. Anand,Nargis,Karan Dewan,Kuldip Kaur
Lahore,2010.0,145.0,"Action, Drama, Sport",6.3,Sanjay Puran Singh Chauhan,Farooq Shaikh,Nafisa Ali,Aanaahad
Lahore Confidential,2021.0,68.0,"Crime, Drama, Thriller",2.8,Kunal Kohli,Richa Chadha,Nikhat Khan,Abdullah Osman
Lahore To Calcutta,1938.0,121.0,Drama,5.841621416845562,Nirbhay Shankar,Unknown,Unknown,Unknown
Lahren,1953.0,142.0,Other,5.841621416845562,Harnam Singh Rawail,Bipin Gupta,Kishore Kumar,Leela Mishra
Lahu Ka Balidan,1990.0,133.0,Action,5.841621416845562,Mithun Chakraborty,Unknown,Unknown,Unknown
Lahu Ke Do Rang,1979.0,139.0,"Action, Drama",6.1,Mahesh Bhatt,Vinod Khanna,Shabana Azmi,Danny Denzongpa
Lahu Ki Awaz,1989.0,133.0,Action,5.841621416845562,Akash Jain,Hemant Birje,Chandrashekhar,Prem Chopra
Lahu Luhan,1991.0,154.0,"Action, Horror, Mystery",3.5,Sukhwant Dhadda,Arjun,Mahesh Bhatt,Atlee Brar
Lahu Pukarega,1980.0,133.0,Action,4.3,Akhtar-Ul-Iman,Sunil Dutt,Saira Banu,Feroz Khan
Lahu Pukarega,1968.0,121.0,Drama,5.841621416845562,S.N. Tripathi,Sujit Kumar,Shabnam,Tabassum
Laila,1984.0,138.0,"Musical, Romance",4.5,Saawan Kumar Tak,Sunil Dutt,Poonam Dhillon,Anil Kapoor
Laila,1954.0,142.0,Other,5.841621416845562,Daljeet,Hiralal,Kammo,W.M. Khan
Laila,2005.0,119.0,"Crime, Thriller",3.4,Vicky G.,Payal Rohatgi,Farid Amiri,Chery Shety
Laila Majnu,1931.0,142.0,Other,5.841621416845562,J.J. Madan,Khurshid Begum,Nissar,Unknown
Laila Majnu,1953.0,132.0,Romance,8.0,K. Amarnath,Shammi Kapoor,Nutan,Ulhas
Laila Majnu,1945.0,137.0,"Drama, Romance",5.841621416845562,Nazir,Swarnalata,Nazir,Gope
Laila Majnu,2018.0,140.0,"Drama, Romance",7.8,Sajid Ali,Avinash Tiwary,Tripti Dimri,Sumit Kaul
Laila Majnu,1931.0,142.0,Other,5.841621416845562,Kanjibhai Rathod,Ghaznavi,Jehanara Kajjan,Rampiary
Laila Majnu Ki Nai Nautanki,1982.0,76.0,Documentary,5.841621416845562,Muzaffar Ali,Anupam Kher,Unknown,Unknown
Laila Manju,2020.0,142.0,Other,6.7,Prem Soni,Jimmy Sheirgill,Shashank Vyas,Abhimanyu Tomar
Lajawab,1950.0,121.0,Drama,5.841621416845562,Jagatrai Pesumal Advani,David Abraham,Prem Dhawan,Iftekhar
Lajja,2001.0,202.0,"Action, Crime, Drama",6.7,Rajkumar Santoshi,Manisha Koirala,Jackie Shroff,Madhuri Dixit
Lajo,2019.0,121.0,Drama,5.841621416845562,Bobby Bedi,Unknown,Unknown,Unknown
Lajwanti,1958.0,120.0,"Drama, Family",7.3,Narendra Suri,Nargis,Balraj Sahni,Kumari Naaz
Lajwanti,1942.0,121.0,Drama,5.841621416845562,Premankur Atorthy,Rattan Bai,Sushila,W.M. Khan
Lajwanti,2014.0,63.0,"Drama, Romance",6.9,Pushpendra Singh,Sanghmitra Hitaishi,Pushpendra Singh,Sugna Devi
Lakeer - Forbidden Lines,2004.0,170.0,"Action, Romance",4.4,Ahmed Khan,Sunny Deol,Sunil Shetty,Sohail Khan
Lakeer Ka Fakeer,2013.0,113.0,Crime,5.4,Zubair Khan,Vicky Ahuja,Saaikat Bagbaan,Ajaz Khan
Lakeeran the Destiny,2018.0,140.0,Romance,5.841621416845562,Dharam Panesar,Pavan Grover,Mehr Hassan,Kulbhushan Kharbanda
Lakeeren,1954.0,134.0,"Drama, Family",5.841621416845562,Harbans,Ashok Kumar,Nalini Jaywant,Pran
Lakha,1997.0,133.0,Action,5.841621416845562,Beena Banerjee,Sahila Chaddha,Arun Govil,Kulbhushan Kharbanda
Lakhan,1979.0,142.0,"Action, Crime, Drama",6.0,Dinesh-Ramanesh,Ramesh Puri,Amjad Khan,Baby Rani
Lakharani,1945.0,122.0,Other,5.841621416845562,Vishram Bedekar,Durga Khote,Monica Desai,Azoorie
Lakhmipur ke Lukkhe,2019.0,115.0,Drama,5.841621416845562,Deshraj Saurot,Deepak Bhatiaz,Daksh Chaudhary,Shukla and Prashant
Lakhon Ki Baat,1984.0,136.0,"Comedy, Musical, Romance",6.8,Basu Chatterjee,Sanjeev Kumar,Farooq Shaikh,Anita Raj
Lakhon Me Ek,1971.0,155.0,"Comedy, Drama",7.0,S.S. Balan,Mehmood,Pran,Ramesh Deo
Lakhon Mein Ek,1947.0,123.5,Musical,5.841621416845562,Taimur Behram Shah,Khurshid Jr.,Nirupa Roy,Ghulam Mohammed
Lakhon Mein Ek,1955.0,133.0,Action,5.841621416845562,Hira Singh,David Abraham,Smriti Biswas,Paidi Jairaj
Lakhpati,1991.0,142.0,Other,5.841621416845562,Jal Baliwala,Arun Govil,Shoma Anand,Shreeram Lagoo
Lakme,2016.0,110.0,Romance,5.841621416845562,Sanjay Khandelwal,Prince Adhikari,Rayya Labib,S.A. Rashid
Lakshmanrekha,1991.0,133.0,Drama,4.7,Sunil Sikand,Naseeruddin Shah,Jackie Shroff,Sangeeta Bijlani
Lakshmi,1982.0,134.0,Drama,5.0,B.S. Thapa,Reena Roy,Raj Babbar,Ranjeet
Lakshmi,2014.0,115.0,Drama,7.9,Nagesh Kukunoor,Monali Thakur,Vibha Chhibber,Ranjeet Jha
Lakshmi Narayan,1951.0,119.0,Fantasy,5.841621416845562,Nanabhai Bhatt,Meena Kumari,Mahipal,Unknown
Lakshmi Pooja,1979.0,144.0,"Drama, Family, Fantasy",5.841621416845562,Kommineni,Jagdeep,Asit Kumar Sen,Narasimha Raju
Lakshya,2004.0,186.0,"Action, Drama, Romance",7.9,Farhan Akhtar,Hrithik Roshan,Preity Zinta,Amitabh Bachchan
Lal Baadshah,1999.0,180.0,"Action, Drama",3.2,K.C. Bokadia,Amitabh Bachchan,Manisha Koirala,Shilpa Shetty Kundra
Lal Bangla,1966.0,135.0,Mystery,5.7,Jugal Kishore,Prithviraj Kapoor,Sheikh Mukhtar,Sujit Kumar
Lal Batti,1957.0,142.0,Other,5.841621416845562,Krishan Chopra,Balraj Sahni,Balraj Sahni,Mala Sinha
Lal Batti,1947.0,142.0,Other,5.841621416845562,Vasant,Unknown,Unknown,Unknown
Lal Bhi Udhaas Ho Sakta Hai,2015.0,60.0,Documentary,6.6,Amit Dutta,Ram Kumar,Unknown,Unknown
Lal Bujakkad,1938.0,142.0,Other,5.841621416845562,Kashinath,Unknown,Unknown,Unknown
Lal Chitta,1935.0,142.0,Other,5.841621416845562,Dhirubhai Desai,Ansuya,Jayant,Unknown
Lal Chunariyaa,1983.0,146.0,"Action, Drama",5.841621416845562,Sudarshan Lal,Minaxi Anand,Mithun Chakraborty,Dulari
Lal Dupatta,1948.0,137.0,"Drama, Romance",5.841621416845562,K.B. Lall,Madhubala,D.K. Sapru,Ranjit Kumari
Lal E Yaman,1956.0,121.0,Drama,5.841621416845562,Nanubhai Vakil,Chitra,Daljeet,Hiralal
Lal Haveli,1944.0,137.0,"Drama, Romance",6.6,K.B. Lall,Surendra,Noor Jehan,Ulhas
Lal Kothi,1978.0,123.0,Thriller,6.2,Batra Mohinder,Kanak Mukherjee,Tanuja,Ranjit Mallick
Lal Kunwar,1952.0,134.0,"Drama, Family",5.841621416845562,Ravindra Dave,Nasir Khan,Suraiya,Paidi Jairaj
Lal Nishan,1959.0,121.0,Drama,5.841621416845562,Master Bhagwan,Daljeet,Radhika,Unknown
Lal Pari,1954.0,144.0,"Adventure, Fantasy",4.6,Kedar Kapoor,Mahipal,Shakila,B.M. Vyas
Lal Patthar,1971.0,148.0,Drama,6.5,Sushil Majumdar,Raaj Kumar,Hema Malini,Rakhee Gulzar
Lal Quila,1960.0,134.0,Thriller,6.3,Nanabhai Bhatt,Paidi Jairaj,Helen,Kamal Kapoor
Lal Salaam,2002.0,131.0,"Musical, Action, Drama",6.7,Gaganvihari Borate,Nandita Das,Sharad S. Kapoor,Makrand Deshpande
Lala Hardaul,2012.0,147.0,History,7.4,Devendra Bhagat,Sachendra Choubey,Divyanka Tripathi Dahiya,Prince Khan
Lala Rukh,1958.0,137.0,"Drama, Romance",5.841621416845562,Akhtar Siraj,Talat Mahmood,Shyama,Vikram Kapoor
Lalach,1948.0,142.0,Other,5.841621416845562,Master Bhagwan,Master Bhagwan,Leela Gupte,Usha Shukla
Lalach,1983.0,138.0,"Action, Crime",5.8,Shankar Nag,Brahmachari,Chandrashekhar,Coca Cola
Lalach,1960.0,133.0,Action,5.841621416845562,R.D. Rajput,Shakeela Bano Bhopali,Kamran,Sheila Kashmiri
Lalach,1972.0,108.0,Thriller,5.841621416845562,A. Salaam,Asha Chandra,Suresh Chatwal,Jugal Kishore
Lalaji,1941.0,121.0,Drama,5.841621416845562,Chimankant Gandhi,Lalit Chandra Mehta,Yashodra Katju,Krishnakant
Lalat,1947.0,142.0,Other,5.841621416845562,Raja Nene,Unknown,Unknown,Unknown
Lal-e-Yaman,1933.0,158.0,Other,5.841621416845562,J.B.H. Wadia,Jal Khambatta,Karimja,Padmadevi
Lalji Qalandarr,2019.0,109.0,"Drama, Musical",5.841621416845562,Amit Ojha,Himmat Singh Jadeja,Anil Marwari,Ishwar Dutt Mathur
Lalkaar,1956.0,142.0,Other,5.841621416845562,Nanubhai Vakil,Kumkum,Mahipal,Nirupa Roy
Lalkaar,2001.0,133.0,Action,5.841621416845562,Kanti Shah,Unknown,Unknown,Unknown
Lalkar,1944.0,142.0,Other,5.841621416845562,Jayant Desai,Ishwarlal,Unknown,Unknown
Lalkar (The Challenge),1972.0,154.0,"Action, Drama, Romance",6.3,Ramanand Sagar,Rajendra Kumar,Dharmendra,Mala Sinha
Lallu Ram,1985.0,150.0,"Action, Comedy, Drama",7.8,Shiv Kumar,Urmila Bhatt,Gajendra Chauhan,Vyjayanti Chavan
Lalluram,2018.0,121.0,Drama,5.841621416845562,Amol Dwivedi,Newton Lukka,Ruchi Tiwari,Unknown
Lalten,1956.0,137.0,"Drama, Romance",5.841621416845562,Harish,Geeta Bali,Motilal,Kanhaiyalal Chaturvedi
Lalu-Ustad,1956.0,133.0,Action,5.841621416845562,A. Shamsheer,Baburao Pahelwan,Aruna,Vasantrao
Lambe Haath,1960.0,124.0,Comedy,5.841621416845562,Krishna Malik,Rajan Haksar,Daisy Irani,Mehmood
Lamboo in Hong Kong,1967.0,141.0,"Action, Comedy",5.841621416845562,Harsukh Jagneshwar Bhatt,Helen,Jayant,Sujit Kumar
Lambu Dada,1992.0,142.0,"Action, Crime, Drama",4.6,Sharad Chaudhary,Master Akash,Mahesh Anand,Kabir Bedi
Lamhaa: The Untold Story of Kashmir,2010.0,152.0,"Action, Drama, Thriller",5.0,Rahul Dholakia,Sanjay Dutt,Bipasha Basu,Kunal Kapoor
Lamhe,1991.0,187.0,"Drama, Musical, Romance",7.4,Yash Chopra,Anil Kapoor,Sridevi,Anupam Kher
Land of the Gods,2016.0,92.0,Drama,7.3,Goran Paskaljevic,Victor Banerjee,Geetanjali Thapa,Uttara Baokar
Lanka,2011.0,107.0,"Action, Crime, Drama",5.8,Maqbool Khan,Manoj Bajpayee,Arjan Bajwa,Tia Bajpai
Lanka Dahan,1917.0,137.0,"Adventure, Drama, Fantasy",6.7,Dhundiraj Govind Phalke,Anna Salunke,Ganpat G. Shinde,D.D. Dabke
Lanka Dahan,1952.0,142.0,Other,5.841621416845562,Raja Nene,Unknown,Unknown,Unknown
Lanka Dahan,1933.0,142.0,Other,5.841621416845562,Kanjibhai Rathod,Kashinath,Master Mohammed,Maruti Rao
Laparwah,1981.0,146.0,"Action, Drama",5.4,Ravikant Nagaich,Prem Bedi,Birbal,Mithun Chakraborty
Lara,2007.0,108.0,Thriller,5.841621416845562,Deepak Bahry,Hrishitaa Bhatt,Arbaaz Khan,Deepshikha Nagpal
Laraz,1981.0,121.0,Drama,5.841621416845562,M R Sethi,Unknown,Unknown,Unknown
Lasafot,2018.0,142.0,Other,5.841621416845562,Shitiz Srivastava,Muzahid Khan,Deepak Suryavanshi,Unknown
Lashkar,1989.0,176.0,"Action, Crime, Drama",5.8,Jagdish Kadar,Kader Kashmiri,Dev Anand,Javed Jaffrey
Lashkar: The War Against Terror,2010.0,133.0,Action,5.841621416845562,Vicky S. Kumar,Shabbir Ali,Saloni Aswani,Abhay Bhargava
Lashtam Pashtam,2018.0,108.0,Drama,6.0,Manav Bhalla,Dolly Ahluwalia,Priyanshu Chatterjee,Tisca Chopra
Last Bath,2019.0,114.5,"Crime, Mystery, Thriller",5.841621416845562,Sagar Pathak,Sagar Pathak,Sanjay Malviya,Harsh Soni
Last Chance: The Moment I Finally Embraced the Futility of Existence,2019.0,74.0,"Comedy, Drama",8.8,Ronit Jadhav,Ronit Jadhav,Rohit D'Souza,Darshil Gandhi
Last Days Last Shot,2017.0,53.0,Documentary,5.841621416845562,Sumira Roy,Unknown,Unknown,Unknown
Lateef,2015.0,108.0,Thriller,5.841621416845562,Sharique Minhaj,Azad Hussain,Unknown,Unknown
Lateef,2013.0,118.0,"Action, Crime, Drama",3.4,Israr Ahmed,Nawazuddin Siddiqui,Kader Khan,Murli Sharma
Lateef to laden,2018.0,92.0,Comedy,6.6,Shahid Kazmi,Sajad Khaki,Tariq Imtyaz,Mushtaq Ali
Lathi,1988.0,121.0,Drama,6.3,Hrishikesh Mukherjee,Sandip Mukherjee,Dharmendra,Govinda
Lathi Charge,1994.0,133.0,Action,5.841621416845562,Raju Parsekar,Sadashiv Amrapurkar,Bharat Kapoor,Mohsin Khan
Latt Saheb,1967.0,160.0,"Comedy, Drama, Musical",6.5,Hari Walia,Shammi Kapoor,Nutan,Prem Chopra
Laughter Ke Chapter,2019.0,106.0,Comedy,5.841621416845562,Jabir Ali,Narendra Bedi,Birbal,Mushtaq Khan
Lav Kush,1951.0,142.0,Other,5.841621416845562,Nanabhai Bhatt,Nirupa Roy,Prem Adib,Umakant
Lav Kush,1997.0,110.0,"Adventure, Drama, Fantasy",6.0,V. Madhusudan Rao,Jeetendra,Jaya Prada,Arun Govil
Lav Kush,1974.0,137.0,Fantasy,5.841621416845562,Rao C.S.R.,Chittajalu Pullayya,N.T. Rama Rao,Anjali Devi
Lava,1985.0,148.0,"Family, Drama",5.6,Ravindra Peepat,Raj Babbar,Dimple Kapadia,Asha Parekh
Lava Kusa: The Warrior Twins,2010.0,120.0,Animation,6.6,Dhavala Satyam,Natalie DP,Arun Govil,Robert Lang
Lavangi,1950.0,142.0,Other,5.841621416845562,Y.V. Rao,Kumari Rukmini,Unknown,Unknown
Lavanya Preeti,1993.0,90.0,Drama,5.2,Apurba Kishore Bir,Aditi Bir,Saumysri Misra,Tara Shankar Misra
Lavari,2016.0,124.0,Comedy,5.841621416845562,Mayur Kachhadiya,Unknown,Unknown,Unknown
Lav-Kush,1967.0,142.0,"Action, Adventure, Drama",5.9,S.N. Tripathi,Ashim Kumar,Jayshree Gadkar,Babloo
Lavlo Nehar,1937.0,142.0,Other,5.841621416845562,Ardeshir Irani,Ghaznavi,Rafiq Ghaznavi,Unknown
Law Day Lag Gae,2019.0,150.0,Comedy,5.841621416845562,Ullhas,Deepa,Ullhas,Rajat
Laxman Gole,2015.0,110.0,Crime,5.841621416845562,Faisal Hashmi,Sanjay Chaudhury,Kumkum Das,Rohan Gujar
Laxmi,1957.0,118.0,"Drama, Family",5.841621416845562,G.P. Pawar,Nanda,Chandrashekhar,Maruti
Laxmi,1940.0,142.0,Other,5.841621416845562,Mohan Sinha,Kumar,Bibbo,Maya Banerjee
Laxmi Pooja,1957.0,142.0,Other,5.841621416845562,Jayant Desai,Jeevan,Shahu Modak,Minoo Mumtaz
Laxmii,2020.0,141.0,"Action, Comedy, Horror",2.4,Lawrence Raghavendra,Balakrishnan Thevar,Akshay Kumar,Kiara Advani
Le Chal Apne Sang,2000.0,130.0,Romance,3.7,Vijay Kondke,Nishant Malkani,Alok Nath,Raza Murad
Le Gaya Saddam,2012.0,113.0,Comedy,6.2,Amjad Khan,Shahbaz Baweja,Umesh Gautam,Nandini Jumani
Le Halua Le,2012.0,125.0,"Comedy, Drama, Romance",5.3,Raja Chanda,Laboni Sarkar,Payel Sarkar,Subhasish Mukherjee
Le Lotta,2017.0,123.0,"Comedy, Drama",6.5,Manish Mitra,Unknown,Unknown,Unknown
Leader,1964.0,176.0,"Comedy, Romance, Thriller",7.3,Ram Mukherjee,Dilip Kumar,Vyjayanthimala,Jayant
Leatherface,1939.0,166.0,"Action, Adventure",6.6,Vijay Bhatt,Paidi Jairaj,Miss Mehtab,Shirin Banu
Leaving Home: The Life and Music of Indian Ocean,2008.0,115.0,"Documentary, Music",8.9,Jaideep Varma,Kilam Amit,Asheem Chakravarty,Rahul Ram
Leela,1947.0,121.0,Drama,5.841621416845562,D.N. Pai,Shobha,Kanu Roy,Veera
Leera the Soulmate,2018.0,104.0,Sci-Fi,6.3,Sumnash Sri Kaljai,Mehul Adwani,Leera Kaljai,Unknown
Legends of the wild: Kahani beehad ki,2018.0,55.0,Documentary,5.841621416845562,Ashish Dubey,Ishan Jacob,Unknown,Unknown
Legends of Vikasnagar,2021.0,110.0,Crime,5.841621416845562,Nabeel Firoz,Zeeshan Tahir Ali Khan,Unknown,Unknown
Lekar Hum Deewana Dil,2014.0,140.0,"Comedy, Romance",4.9,Arif Ali,Armaan Jain,Deeksha Seth,Varun Badola
Lekh,1949.0,134.0,"Drama, Family",5.841621416845562,G. Rakesh,Motilal,Suraiya,Cuckoo
Lekin...,1990.0,171.0,"Drama, Fantasy, Musical",7.5,Gulzar,Vinod Khanna,Dimple Kapadia,Amjad Khan
Lens,2016.0,109.0,"Drama, Mystery, Thriller",6.7,Jayaprakash Radhakrishnan,Anand Sami,Jayaprakash Radhakrishnan,Misha Ghoshal
Leo,2020.0,133.0,Action,5.841621416845562,Mikki Koomar,Unknown,Unknown,Unknown
